,lga,hhid,item_desc,sector_name,state_name,expenditure,income,credit
122730,3201,320123,KEROSENE,RURAL,Rivers,200.0,,
122731,3201,320123,PALM KERNEL OIL,RURAL,Rivers,500.0,,
122734,3201,320123,ELECTRICITY,RURAL,Rivers,1000.0,,
122760,3203,320124,KEROSENE,RURAL,Rivers,1000.0,,
122790,3203,320125,KEROSENE,RURAL,Rivers,2000.0,,
122798,3203,320125,PETROL,RURAL,Rivers,1200.0,,
122820,3203,320126,KEROSENE,RURAL,Rivers,800.0,,
122825,3203,320126,CANDLES,RURAL,Rivers,150.0,,
122828,3203,320126,PETROL,RURAL,Rivers,3500.0,,
122850,3203,320127,KEROSENE,RURAL,Rivers,300.0,,
122851,3203,320127,PALM KERNEL OIL,RURAL,Rivers,200.0,,
122858,3203,320127,PETROL,RURAL,Rivers,700.0,,
122880,3203,320128,KEROSENE,RURAL,Rivers,500.0,,
122910,3203,320129,KEROSENE,RURAL,Rivers,300.0,,
122911,3203,320129,PALM KERNEL OIL,RURAL,Rivers,100.0,,
122940,3203,320130,KEROSENE,RURAL,Rivers,1000.0,,
122941,3203,320130,PALM KERNEL OIL,RURAL,Rivers,500.0,,
122948,3203,320130,PETROL,RURAL,Rivers,2000.0,,
122970,3203,320131,KEROSENE,RURAL,Rivers,300.0,,
122971,3203,320131,PALM KERNEL OIL,RURAL,Rivers,250.0,,
123030,3203,320133,KEROSENE,RURAL,Rivers,1000.0,,
123031,3203,320133,PALM KERNEL OIL,RURAL,Rivers,500.0,,
123060,3202,320134,KEROSENE,RURAL,Rivers,1000.0,,
123061,3202,320134,PALM KERNEL OIL,RURAL,Rivers,200.0,,
123090,3202,320135,KEROSENE,RURAL,Rivers,300.0,,
123091,3202,320135,PALM KERNEL OIL,RURAL,Rivers,200.0,,
123120,3202,320136,KEROSENE,RURAL,Rivers,500.0,,
123121,3202,320136,PALM KERNEL OIL,RURAL,Rivers,450.0,,
123124,3202,320136,ELECTRICITY,RURAL,Rivers,1000.0,,
123150,3202,320137,KEROSENE,RURAL,Rivers,300.0,,
123151,3202,320137,PALM KERNEL OIL,RURAL,Rivers,250.0,,
123154,3202,320137,ELECTRICITY,RURAL,Rivers,1000.0,,
123210,3202,320139,KEROSENE,RURAL,Rivers,300.0,,
123240,3202,320140,KEROSENE,RURAL,Rivers,500.0,,
123270,3202,320141,KEROSENE,RURAL,Rivers,500.0,,
123271,3202,320141,PALM KERNEL OIL,RURAL,Rivers,100.0,,
123300,3202,320142,KEROSENE,RURAL,Rivers,600.0,,
123304,3202,320142,ELECTRICITY,RURAL,Rivers,1000.0,,
123308,3202,320142,PETROL,RURAL,Rivers,1000.0,,
123330,3202,320143,KEROSENE,RURAL,Rivers,250.0,,
123360,3216,320144,KEROSENE,RURAL,Rivers,250.0,,
123390,3216,320145,KEROSENE,RURAL,Rivers,2000.0,,
123450,3216,320147,KEROSENE,RURAL,Rivers,500.0,,
123480,3216,320148,KEROSENE,RURAL,Rivers,800.0,,
123510,3216,320149,KEROSENE,RURAL,Rivers,300.0,,
123511,3216,320149,PALM KERNEL OIL,RURAL,Rivers,250.0,,
123514,3216,320149,ELECTRICITY,RURAL,Rivers,1000.0,,
123540,3216,320150,KEROSENE,RURAL,Rivers,300.0,,
123541,3216,320150,PALM KERNEL OIL,RURAL,Rivers,250.0,,
123544,3216,320150,ELECTRICITY,RURAL,Rivers,1000.0,,
123570,3223,320151,KEROSENE,RURAL,Rivers,240.0,,
123571,3223,320151,PALM KERNEL OIL,RURAL,Rivers,400.0,,
123600,3223,320152,KEROSENE,RURAL,Rivers,240.0,,
123630,3223,320153,KEROSENE,RURAL,Rivers,1200.0,,
123634,3223,320153,ELECTRICITY,RURAL,Rivers,1000.0,,
123660,3223,320154,KEROSENE,URBAN,Rivers,2000.0,,
123664,3223,320154,ELECTRICITY,URBAN,Rivers,2000.0,,
123668,3223,320154,PETROL,URBAN,Rivers,10000.0,,
123690,3223,320155,KEROSENE,URBAN,Rivers,1200.0,,
123720,3223,320156,KEROSENE,RURAL,Rivers,200.0,,
123750,3223,320157,KEROSENE,RURAL,Rivers,500.0,,
123758,3223,320157,PETROL,RURAL,Rivers,500.0,,
123780,3223,320158,KEROSENE,RURAL,Rivers,500.0,,
123810,3223,320159,KEROSENE,RURAL,Rivers,100.0,,
123840,3223,320160,KEROSENE,RURAL,Rivers,500.0,,
123900,3221,320162,KEROSENE,RURAL,Rivers,500.0,,
123908,3221,320162,PETROL,RURAL,Rivers,1000.0,,
123930,3221,320163,KEROSENE,RURAL,Rivers,120.0,,
123990,3221,320165,KEROSENE,RURAL,Rivers,120.0,,
124020,3221,320166,KEROSENE,RURAL,Rivers,240.0,,
124058,3221,320167,PETROL,RURAL,Rivers,21000.0,,
124080,3221,320168,KEROSENE,RURAL,Rivers,120.0,,
124110,3221,320169,KEROSENE,RURAL,Rivers,120.0,,
124118,3221,320169,PETROL,RURAL,Rivers,200.0,,
124148,3221,320170,PETROL,RURAL,Rivers,3600.0,,
124230,3210,320173,KEROSENE,RURAL,Rivers,500.0,,
124260,3210,320174,KEROSENE,RURAL,Rivers,800.0,,
124261,3210,320174,PALM KERNEL OIL,RURAL,Rivers,700.0,,
124290,3210,320175,KEROSENE,RURAL,Rivers,1700.0,,
124298,3210,320175,PETROL,RURAL,Rivers,12000.0,,
124320,3210,320176,KEROSENE,RURAL,Rivers,1400.0,,
124325,3210,320176,CANDLES,RURAL,Rivers,80.0,,
124380,3210,320178,KEROSENE,RURAL,Rivers,300.0,,
124410,3210,320179,KEROSENE,RURAL,Rivers,700.0,,
124470,3213,320181,KEROSENE,RURAL,Rivers,2000.0,,
124474,3213,320181,ELECTRICITY,RURAL,Rivers,2500.0,,
124478,3213,320181,PETROL,RURAL,Rivers,7000.0,,
124500,3213,320182,KEROSENE,RURAL,Rivers,150.0,,
124530,3213,320183,KEROSENE,RURAL,Rivers,1700.0,,
124560,3213,320184,KEROSENE,RURAL,Rivers,1000.0,,
124590,3215,320185,KEROSENE,URBAN,Rivers,500.0,,
124598,3215,320185,PETROL,URBAN,Rivers,7000.0,,
124650,3216,320187,KEROSENE,RURAL,Rivers,1000.0,,
124680,3216,320188,KEROSENE,RURAL,Rivers,600.0,,
124685,3216,320188,CANDLES,RURAL,Rivers,150.0,,
124718,3216,320189,PETROL,RURAL,Rivers,3500.0,,
124745,3207,320190,CANDLES,RURAL,Rivers,120.0,,
124800,3212,320192,KEROSENE,RURAL,Rivers,600.0,,
124801,3212,320192,PALM KERNEL OIL,RURAL,Rivers,200.0,,
124830,3212,320193,KEROSENE,RURAL,Rivers,240.0,,
124860,3212,320194,KEROSENE,RURAL,Rivers,500.0,,
124868,3212,320194,PETROL,RURAL,Rivers,3200.0,,
124890,3212,320195,KEROSENE,RURAL,Rivers,2000.0,,
124920,3207,320196,KEROSENE,RURAL,Rivers,1500.0,,
124980,3207,320198,KEROSENE,RURAL,Rivers,500.0,,
124981,3207,320198,PALM KERNEL OIL,RURAL,Rivers,250.0,,
124984,3207,320198,ELECTRICITY,RURAL,Rivers,1000.0,,
124988,3207,320198,PETROL,RURAL,Rivers,1000.0,,
125010,3207,320199,KEROSENE,RURAL,Rivers,1500.0,,
125040,3207,320200,KEROSENE,RURAL,Rivers,200.0,,
125070,3207,320201,KEROSENE,RURAL,Rivers,150.0,,
125071,3207,320201,PALM KERNEL OIL,RURAL,Rivers,300.0,,
125100,3207,320202,KEROSENE,RURAL,Rivers,1200.0,,
125130,3207,320203,KEROSENE,RURAL,Rivers,2000.0,,
125160,3207,320204,KEROSENE,RURAL,Rivers,2000.0,,
125163,3207,320204,OTHER LIQUID COOKING FUEL,RURAL,Rivers,2000.0,,
125190,3212,320205,KEROSENE,RURAL,Rivers,1500.0,,
125220,3212,320206,KEROSENE,RURAL,Rivers,100.0,,
125250,3212,320207,KEROSENE,RURAL,Rivers,500.0,,
125280,3212,320208,KEROSENE,RURAL,Rivers,500.0,,
125310,3212,320209,KEROSENE,RURAL,Rivers,120.0,,
125340,3212,320210,KEROSENE,RURAL,Rivers,600.0,,
125341,3212,320210,PALM KERNEL OIL,RURAL,Rivers,200.0,,
125376,3321,330001,FIREWOOD,URBAN,Sokoto,200.0,,
125404,3321,330002,ELECTRICITY,URBAN,Sokoto,1000.0,,
125406,3321,330002,FIREWOOD,URBAN,Sokoto,1500.0,,
125430,3321,330003,KEROSENE,URBAN,Sokoto,3500.0,,
125434,3321,330003,ELECTRICITY,URBAN,Sokoto,8000.0,,
125436,3321,330003,FIREWOOD,URBAN,Sokoto,6000.0,,
125438,3321,330003,PETROL,URBAN,Sokoto,15000.0,,
125464,3321,330004,ELECTRICITY,URBAN,Sokoto,2000.0,,
125466,3321,330004,FIREWOOD,URBAN,Sokoto,1000.0,,
125468,3321,330004,PETROL,URBAN,Sokoto,7000.0,,
125494,3321,330005,ELECTRICITY,URBAN,Sokoto,2000.0,,
125496,3321,330005,FIREWOOD,URBAN,Sokoto,2000.0,,
125498,3321,330005,PETROL,URBAN,Sokoto,5000.0,,
125520,3321,330006,KEROSENE,URBAN,Sokoto,250.0,,
125526,3321,330006,FIREWOOD,URBAN,Sokoto,600.0,,
125556,3321,330007,FIREWOOD,URBAN,Sokoto,400.0,,
125584,3321,330008,ELECTRICITY,URBAN,Sokoto,2000.0,,
125586,3321,330008,FIREWOOD,URBAN,Sokoto,300.0,,
125588,3321,330008,PETROL,URBAN,Sokoto,4000.0,,
125610,3321,330009,KEROSENE,URBAN,Sokoto,500.0,,
125614,3321,330009,ELECTRICITY,URBAN,Sokoto,4000.0,,
125616,3321,330009,FIREWOOD,URBAN,Sokoto,2500.0,,
125618,3321,330009,PETROL,URBAN,Sokoto,18000.0,,
125646,3321,330010,FIREWOOD,URBAN,Sokoto,3000.0,,
125674,3311,330011,ELECTRICITY,URBAN,Sokoto,2000.0,,
125704,3311,330012,ELECTRICITY,URBAN,Sokoto,1000.0,,
125734,3311,330013,ELECTRICITY,URBAN,Sokoto,1000.0,,
125736,3311,330013,FIREWOOD,URBAN,Sokoto,3000.0,,
125764,3311,330014,ELECTRICITY,URBAN,Sokoto,1500.0,,
125766,3311,330014,FIREWOOD,URBAN,Sokoto,3000.0,,
125791,3311,330015,PALM KERNEL OIL,URBAN,Sokoto,220.0,,
125793,3311,330015,OTHER LIQUID COOKING FUEL,URBAN,Sokoto,200.0,,
125794,3311,330015,ELECTRICITY,URBAN,Sokoto,2000.0,,
125824,3311,330016,ELECTRICITY,URBAN,Sokoto,1500.0,,
125826,3311,330016,FIREWOOD,URBAN,Sokoto,3000.0,,
125854,3311,330017,ELECTRICITY,URBAN,Sokoto,2000.0,,
125856,3311,330017,FIREWOOD,URBAN,Sokoto,300.0,,
125886,3311,330018,FIREWOOD,URBAN,Sokoto,1500.0,,
125914,3311,330019,ELECTRICITY,URBAN,Sokoto,700.0,,
125916,3311,330019,FIREWOOD,URBAN,Sokoto,200.0,,
125946,3311,330020,FIREWOOD,URBAN,Sokoto,200.0,,
125971,3310,330021,PALM KERNEL OIL,RURAL,Sokoto,210.0,,
126091,3310,330025,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
126211,3310,330029,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
126301,3323,330032,PALM KERNEL OIL,RURAL,Sokoto,260.0,,
126304,3323,330032,ELECTRICITY,RURAL,Sokoto,2000.0,,
126334,3323,330033,ELECTRICITY,RURAL,Sokoto,200.0,,
126336,3323,330033,FIREWOOD,RURAL,Sokoto,400.0,,
126421,3323,330036,PALM KERNEL OIL,RURAL,Sokoto,260.0,,
126424,3323,330036,ELECTRICITY,RURAL,Sokoto,1000.0,,
126450,3323,330037,KEROSENE,RURAL,Sokoto,270.0,,
126456,3323,330037,FIREWOOD,RURAL,Sokoto,800.0,,
126486,3323,330038,FIREWOOD,RURAL,Sokoto,600.0,,
126541,3323,330040,PALM KERNEL OIL,RURAL,Sokoto,260.0,,
126544,3323,330040,ELECTRICITY,RURAL,Sokoto,2000.0,,
126874,3313,330051,ELECTRICITY,RURAL,Sokoto,1000.0,,
126901,3313,330052,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
126904,3313,330052,ELECTRICITY,RURAL,Sokoto,1000.0,,
126931,3313,330053,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
126964,3313,330054,ELECTRICITY,RURAL,Sokoto,500.0,,
126991,3313,330055,PALM KERNEL OIL,RURAL,Sokoto,400.0,,
126994,3313,330055,ELECTRICITY,RURAL,Sokoto,1000.0,,
127024,3313,330056,ELECTRICITY,RURAL,Sokoto,800.0,,
127054,3313,330057,ELECTRICITY,RURAL,Sokoto,1000.0,,
127056,3313,330057,FIREWOOD,RURAL,Sokoto,800.0,,
127084,3313,330058,ELECTRICITY,RURAL,Sokoto,1000.0,,
127114,3313,330059,ELECTRICITY,RURAL,Sokoto,200.0,,
127116,3313,330059,FIREWOOD,RURAL,Sokoto,700.0,,
127144,3313,330060,ELECTRICITY,RURAL,Sokoto,1000.0,,
127176,3304,330061,FIREWOOD,RURAL,Sokoto,200.0,,
127206,3304,330062,FIREWOOD,RURAL,Sokoto,800.0,,
127236,3304,330063,FIREWOOD,RURAL,Sokoto,600.0,,
127381,3304,330068,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
127411,3304,330069,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
127441,3304,330070,PALM KERNEL OIL,RURAL,Sokoto,200.0,,
127474,3307,330071,ELECTRICITY,RURAL,Sokoto,1000.0,,
127504,3307,330072,ELECTRICITY,RURAL,Sokoto,1000.0,,
127506,3307,330072,FIREWOOD,RURAL,Sokoto,800.0,,
127530,3307,330073,KEROSENE,RURAL,Sokoto,240.0,,
127534,3307,330073,ELECTRICITY,RURAL,Sokoto,200.0,,
127536,3307,330073,FIREWOOD,RURAL,Sokoto,600.0,,
127561,3307,330074,PALM KERNEL OIL,RURAL,Sokoto,240.0,,
127564,3307,330074,ELECTRICITY,RURAL,Sokoto,2000.0,,
127568,3307,330074,PETROL,RURAL,Sokoto,4000.0,,
127569,3307,330074,DIESEL,RURAL,Sokoto,600.0,,
127591,3307,330075,PALM KERNEL OIL,RURAL,Sokoto,240.0,,
127594,3307,330075,ELECTRICITY,RURAL,Sokoto,1000.0,,
127624,3307,330076,ELECTRICITY,RURAL,Sokoto,700.0,,
127654,3307,330077,ELECTRICITY,RURAL,Sokoto,200.0,,
127656,3307,330077,FIREWOOD,RURAL,Sokoto,400.0,,
127684,3307,330078,ELECTRICITY,RURAL,Sokoto,1500.0,,
127714,3307,330079,ELECTRICITY,RURAL,Sokoto,500.0,,
127716,3307,330079,FIREWOOD,RURAL,Sokoto,2000.0,,
127744,3307,330080,ELECTRICITY,RURAL,Sokoto,700.0,,
127779,3401,340001,DIESEL,RURAL,Taraba,2000.0,,
127830,3401,340003,KEROSENE,RURAL,Taraba,200.0,,
127958,3401,340008,PETROL,RURAL,Taraba,2500.0,,
127988,3401,340009,PETROL,RURAL,Taraba,700.0,,
128250,3415,340018,KEROSENE,RURAL,Taraba,250.0,,
128346,3405,340021,FIREWOOD,RURAL,Taraba,3000.0,,
128408,3405,340023,PETROL,RURAL,Taraba,800.0,,
128558,3405,340029,PETROL,RURAL,Taraba,750.0,,
128588,3405,340030,PETROL,RURAL,Taraba,1000.0,,
128648,3405,340033,PETROL,RURAL,Taraba,500.0,,
128850,3405,340040,KEROSENE,RURAL,Taraba,300.0,,
128886,3410,340041,FIREWOOD,RURAL,Taraba,500.0,,
128916,3410,340042,FIREWOOD,RURAL,Taraba,450.0,,
128918,3410,340042,PETROL,RURAL,Taraba,1500.0,,
128946,3410,340043,FIREWOOD,RURAL,Taraba,7000.0,,
128948,3410,340043,PETROL,RURAL,Taraba,4500.0,,
128976,3410,340044,FIREWOOD,RURAL,Taraba,1000.0,,
128978,3410,340044,PETROL,RURAL,Taraba,1700.0,,
129008,3410,340045,PETROL,RURAL,Taraba,1400.0,,
129036,3410,340046,FIREWOOD,RURAL,Taraba,2000.0,,
129060,3410,340047,KEROSENE,RURAL,Taraba,1600.0,,
129066,3410,340047,FIREWOOD,RURAL,Taraba,3800.0,,
129068,3410,340047,PETROL,RURAL,Taraba,5000.0,,
129090,3410,340048,KEROSENE,RURAL,Taraba,500.0,,
129096,3410,340048,FIREWOOD,RURAL,Taraba,500.0,,
129098,3410,340048,PETROL,RURAL,Taraba,1000.0,,
129099,3410,340048,DIESEL,RURAL,Taraba,1500.0,,
129120,3410,340049,KEROSENE,RURAL,Taraba,300.0,,
129126,3410,340049,FIREWOOD,RURAL,Taraba,500.0,,
129150,3410,340050,KEROSENE,RURAL,Taraba,500.0,,
129156,3410,340050,FIREWOOD,RURAL,Taraba,1000.0,,
129270,3412,340054,KEROSENE,RURAL,Taraba,300.0,,
129278,3412,340054,PETROL,RURAL,Taraba,1000.0,,
129308,3412,340055,PETROL,RURAL,Taraba,1000.0,,
129450,3412,340060,KEROSENE,RURAL,Taraba,500.0,,
129458,3412,340060,PETROL,RURAL,Taraba,1000.0,,
129488,3413,340061,PETROL,RURAL,Taraba,400.0,,
129540,3413,340063,KEROSENE,RURAL,Taraba,300.0,,
129578,3413,340064,PETROL,RURAL,Taraba,800.0,,
129638,3413,340066,PETROL,RURAL,Taraba,400.0,,
129668,3413,340067,PETROL,RURAL,Taraba,700.0,,
129728,3413,340069,PETROL,RURAL,Taraba,1400.0,,
129758,3413,340070,PETROL,RURAL,Taraba,2000.0,,
129788,3403,340071,PETROL,RURAL,Taraba,4000.0,,
129818,3403,340072,PETROL,RURAL,Taraba,2400.0,,
129840,3403,340073,KEROSENE,RURAL,Taraba,800.0,,
129846,3403,340073,FIREWOOD,RURAL,Taraba,500.0,,
129870,3403,340074,KEROSENE,RURAL,Taraba,600.0,,
129876,3403,340074,FIREWOOD,RURAL,Taraba,700.0,,
129906,3403,340075,FIREWOOD,RURAL,Taraba,700.0,,
129908,3403,340075,PETROL,RURAL,Taraba,600.0,,
129937,3403,340076,CHARCOAL,RURAL,Taraba,1000.0,,
129938,3403,340076,PETROL,RURAL,Taraba,2800.0,,
129966,3403,340077,FIREWOOD,RURAL,Taraba,2700.0,,
129998,3403,340078,PETROL,RURAL,Taraba,3000.0,,
130020,3403,340079,KEROSENE,RURAL,Taraba,400.0,,
130056,3403,340080,FIREWOOD,RURAL,Taraba,2800.0,,
130080,3408,340081,KEROSENE,RURAL,Taraba,750.0,,
130086,3408,340081,FIREWOOD,RURAL,Taraba,1800.0,,
130088,3408,340081,PETROL,RURAL,Taraba,2500.0,,
130118,3408,340082,PETROL,RURAL,Taraba,1200.0,,
130146,3408,340083,FIREWOOD,RURAL,Taraba,2000.0,,
130148,3408,340083,PETROL,RURAL,Taraba,1200.0,,
130178,3408,340084,PETROL,RURAL,Taraba,5000.0,,
130206,3408,340085,FIREWOOD,RURAL,Taraba,500.0,,
130208,3408,340085,PETROL,RURAL,Taraba,2000.0,,
130238,3408,340086,PETROL,RURAL,Taraba,2000.0,,
130260,3408,340087,KEROSENE,RURAL,Taraba,500.0,,
130266,3408,340087,FIREWOOD,RURAL,Taraba,600.0,,
130298,3408,340088,PETROL,RURAL,Taraba,3000.0,,
130326,3408,340089,FIREWOOD,RURAL,Taraba,1000.0,,
130328,3408,340089,PETROL,RURAL,Taraba,3000.0,,
130356,3408,340090,FIREWOOD,RURAL,Taraba,1000.0,,
130358,3408,340090,PETROL,RURAL,Taraba,6000.0,,
130380,3503,350002,KEROSENE,URBAN,Yobe,100.0,,
130386,3503,350002,FIREWOOD,URBAN,Yobe,7000.0,,
130416,3503,350003,FIREWOOD,URBAN,Yobe,2500.0,,
130418,3503,350003,PETROL,URBAN,Yobe,6000.0,,
130446,3503,350004,FIREWOOD,URBAN,Yobe,6000.0,,
130448,3503,350004,PETROL,URBAN,Yobe,4000.0,,
130470,3503,350005,KEROSENE,URBAN,Yobe,130.0,,
130476,3503,350005,FIREWOOD,URBAN,Yobe,1400.0,,
130504,3503,350006,ELECTRICITY,URBAN,Yobe,3000.0,,
130506,3503,350006,FIREWOOD,URBAN,Yobe,500.0,,
130530,3503,350007,KEROSENE,URBAN,Yobe,200.0,,
130536,3503,350007,FIREWOOD,URBAN,Yobe,3500.0,,
130560,3503,350008,KEROSENE,URBAN,Yobe,50.0,,
130566,3503,350008,FIREWOOD,URBAN,Yobe,600.0,,
130594,3503,350009,ELECTRICITY,URBAN,Yobe,1000.0,,
130596,3503,350009,FIREWOOD,URBAN,Yobe,1200.0,,
130597,3503,350009,CHARCOAL,URBAN,Yobe,1100.0,,
130626,3503,350010,FIREWOOD,URBAN,Yobe,1400.0,,
130868,3515,350029,PETROL,RURAL,Yobe,1000.0,,
130896,3515,350030,FIREWOOD,RURAL,Yobe,300.0,,
130920,3516,350031,KEROSENE,RURAL,Yobe,50.0,,
131376,3506,350046,FIREWOOD,RURAL,Yobe,200.0,,
131400,3506,350047,KEROSENE,RURAL,Yobe,100.0,,
131430,3506,350048,KEROSENE,RURAL,Yobe,150.0,,
131556,3511,350052,FIREWOOD,RURAL,Yobe,2000.0,,
131646,3511,350055,FIREWOOD,RURAL,Yobe,11000.0,,
131706,3511,350057,FIREWOOD,RURAL,Yobe,200.0,,
131766,3511,350059,FIREWOOD,RURAL,Yobe,1500.0,,
131796,3511,350060,FIREWOOD,RURAL,Yobe,1000.0,,
131826,3513,350061,FIREWOOD,RURAL,Yobe,1200.0,,
131828,3513,350061,PETROL,RURAL,Yobe,2000.0,,
132006,3513,350067,FIREWOOD,RURAL,Yobe,1500.0,,
132150,3513,350072,KEROSENE,URBAN,Yobe,100.0,,
132157,3513,350072,CHARCOAL,URBAN,Yobe,1500.0,,
132180,2403,350073,KEROSENE,URBAN,Lagos,1500.0,,
132184,2403,350073,ELECTRICITY,URBAN,Lagos,2000.0,,
132188,2403,350073,PETROL,URBAN,Lagos,2500.0,,
132246,3513,350075,FIREWOOD,URBAN,Yobe,2000.0,,
132270,3513,350076,KEROSENE,URBAN,Yobe,100.0,,
132276,3513,350076,FIREWOOD,URBAN,Yobe,1500.0,,
132277,3513,350076,CHARCOAL,URBAN,Yobe,1000.0,,
132300,3513,350077,KEROSENE,URBAN,Yobe,2000.0,,
132307,3513,350077,CHARCOAL,URBAN,Yobe,3000.0,,
132308,3513,350077,PETROL,URBAN,Yobe,5000.0,,
132336,3513,350078,FIREWOOD,URBAN,Yobe,250.0,,
132366,3513,350079,FIREWOOD,URBAN,Yobe,2500.0,,
132426,3501,350081,FIREWOOD,RURAL,Yobe,3000.0,,
132486,3501,350083,FIREWOOD,RURAL,Yobe,1200.0,,
132516,3501,350084,FIREWOOD,RURAL,Yobe,2000.0,,
132576,3501,350086,FIREWOOD,RURAL,Yobe,1000.0,,
132606,3501,350087,FIREWOOD,RURAL,Yobe,1500.0,,
132636,3501,350088,FIREWOOD,RURAL,Yobe,3000.0,,
132726,3501,350091,FIREWOOD,URBAN,Yobe,3000.0,,
132756,3501,350092,FIREWOOD,URBAN,Yobe,1000.0,,
132786,3501,350093,FIREWOOD,URBAN,Yobe,1700.0,,
132816,3501,350094,FIREWOOD,URBAN,Yobe,1050.0,,
132846,3501,350095,FIREWOOD,URBAN,Yobe,2800.0,,
132876,3501,350096,FIREWOOD,URBAN,Yobe,1300.0,,
132900,3501,350097,KEROSENE,URBAN,Yobe,800.0,,
132906,3501,350097,FIREWOOD,URBAN,Yobe,2240.0,,
132936,3501,350098,FIREWOOD,URBAN,Yobe,2500.0,,
132966,3501,350099,FIREWOOD,URBAN,Yobe,1700.0,,
132996,3501,350100,FIREWOOD,URBAN,Yobe,3000.0,,
133086,3509,350103,FIREWOOD,RURAL,Yobe,700.0,,
133088,3509,350103,PETROL,RURAL,Yobe,5000.0,,
133116,3509,350104,FIREWOOD,RURAL,Yobe,500.0,,
133146,3509,350105,FIREWOOD,RURAL,Yobe,3000.0,,
133176,3509,350106,FIREWOOD,RURAL,Yobe,1500.0,,
133178,3509,350106,PETROL,RURAL,Yobe,10000.0,,
133206,3509,350107,FIREWOOD,RURAL,Yobe,2000.0,,
133236,3509,350108,FIREWOOD,RURAL,Yobe,1000.0,,
133238,3509,350108,PETROL,RURAL,Yobe,2000.0,,
133620,3607,360001,KEROSENE,URBAN,Zamfara,150.0,,
133626,3607,360001,FIREWOOD,URBAN,Zamfara,300.0,,
133650,3607,360002,KEROSENE,URBAN,Zamfara,150.0,,
133656,3607,360002,FIREWOOD,URBAN,Zamfara,400.0,,
133680,3607,360003,KEROSENE,URBAN,Zamfara,250.0,,
133686,3607,360003,FIREWOOD,URBAN,Zamfara,600.0,,
133688,3607,360003,PETROL,URBAN,Zamfara,500.0,,
133710,3607,360004,KEROSENE,URBAN,Zamfara,100.0,,
133716,3607,360004,FIREWOOD,URBAN,Zamfara,400.0,,
133718,3607,360004,PETROL,URBAN,Zamfara,600.0,,
133740,3607,360005,KEROSENE,URBAN,Zamfara,1500.0,,
133744,3607,360005,ELECTRICITY,URBAN,Zamfara,500.0,,
133746,3607,360005,FIREWOOD,URBAN,Zamfara,2000.0,,
133747,3607,360005,CHARCOAL,URBAN,Zamfara,1000.0,,
133774,3607,360006,ELECTRICITY,URBAN,Zamfara,500.0,,
133776,3607,360006,FIREWOOD,URBAN,Zamfara,1000.0,,
133800,3607,360007,KEROSENE,URBAN,Zamfara,300.0,,
133806,3607,360007,FIREWOOD,URBAN,Zamfara,500.0,,
133808,3607,360007,PETROL,URBAN,Zamfara,550.0,,
133830,3607,360008,KEROSENE,URBAN,Zamfara,250.0,,
133836,3607,360008,FIREWOOD,URBAN,Zamfara,400.0,,
133838,3607,360008,PETROL,URBAN,Zamfara,500.0,,
133866,3607,360009,FIREWOOD,URBAN,Zamfara,500.0,,
133896,3607,360010,FIREWOOD,URBAN,Zamfara,300.0,,
133920,3605,360011,KEROSENE,RURAL,Zamfara,250.0,,
133926,3605,360011,FIREWOOD,RURAL,Zamfara,400.0,,
133950,3605,360012,KEROSENE,RURAL,Zamfara,200.0,,
133958,3605,360012,PETROL,RURAL,Zamfara,2000.0,,
133980,3605,360013,KEROSENE,RURAL,Zamfara,400.0,,
133986,3605,360013,FIREWOOD,RURAL,Zamfara,300.0,,
133988,3605,360013,PETROL,RURAL,Zamfara,1400.0,,
134010,3605,360014,KEROSENE,RURAL,Zamfara,400.0,,
134016,3605,360014,FIREWOOD,RURAL,Zamfara,500.0,,
134018,3605,360014,PETROL,RURAL,Zamfara,600.0,,
134100,3605,360017,KEROSENE,RURAL,Zamfara,400.0,,
134106,3605,360017,FIREWOOD,RURAL,Zamfara,300.0,,
134130,3605,360018,KEROSENE,RURAL,Zamfara,300.0,,
134136,3605,360018,FIREWOOD,RURAL,Zamfara,250.0,,
134166,3605,360019,FIREWOOD,RURAL,Zamfara,200.0,,
134196,3605,360020,FIREWOOD,RURAL,Zamfara,150.0,,
134226,3603,360021,FIREWOOD,RURAL,Zamfara,300.0,,
134228,3603,360021,PETROL,RURAL,Zamfara,800.0,,
134256,3603,360022,FIREWOOD,RURAL,Zamfara,300.0,,
134258,3603,360022,PETROL,RURAL,Zamfara,600.0,,
134280,3603,360023,KEROSENE,RURAL,Zamfara,400.0,,
134286,3603,360023,FIREWOOD,RURAL,Zamfara,600.0,,
134288,3603,360023,PETROL,RURAL,Zamfara,1200.0,,
134310,3603,360024,KEROSENE,RURAL,Zamfara,250.0,,
134316,3603,360024,FIREWOOD,RURAL,Zamfara,400.0,,
134318,3603,360024,PETROL,RURAL,Zamfara,4000.0,,
134340,3603,360025,KEROSENE,RURAL,Zamfara,300.0,,
134400,3603,360027,KEROSENE,RURAL,Zamfara,500.0,,
134406,3603,360027,FIREWOOD,RURAL,Zamfara,300.0,,
134430,3603,360028,KEROSENE,RURAL,Zamfara,450.0,,
